,Data,Time,con_sk
1563,07.03.2019,3:00:00,561.0
1564,07.03.2019,4:00:00,537.0
1565,07.03.2019,5:00:00,550.0
1566,07.03.2019,6:00:00,534.0
1567,07.03.2019,7:00:00,602.0
1568,07.03.2019,8:00:00,594.0
1569,07.03.2019,9:00:00,615.0
1570,07.03.2019,10:00:00,599.0
1571,07.03.2019,11:00:00,628.0
1572,07.03.2019,12:00:00,567.0
1573,07.03.2019,13:00:00,598.0
1574,07.03.2019,14:00:00,592.0
1575,07.03.2019,15:00:00,617.0
1576,07.03.2019,16:00:00,574.0
1577,07.03.2019,17:00:00,557.0
1578,07.03.2019,18:00:00,590.0
1579,07.03.2019,19:00:00,596.0
1580,07.03.2019,20:00:00,645.0
1581,07.03.2019,21:00:00,681.0
1582,07.03.2019,22:00:00,666.0
1583,07.03.2019,23:00:00,631.0
1584,08.03.2019,0:00:00,581.0
1585,08.03.2019,1:00:00,573.0
1586,08.03.2019,2:00:00,568.0
1587,08.03.2019,3:00:00,564.0
1588,08.03.2019,4:00:00,564.0
1589,08.03.2019,5:00:00,540.0
1590,08.03.2019,6:00:00,527.0
1591,08.03.2019,7:00:00,535.0
1592,08.03.2019,8:00:00,585.0
1593,08.03.2019,9:00:00,607.0
1594,08.03.2019,10:00:00,573.0
1595,08.03.2019,11:00:00,550.0
1596,08.03.2019,12:00:00,574.0
1597,08.03.2019,13:00:00,539.0
1598,08.03.2019,14:00:00,566.0
1599,08.03.2019,15:00:00,590.0
1600,08.03.2019,16:00:00,580.0
1601,08.03.2019,17:00:00,602.0
1602,08.03.2019,18:00:00,572.0
1603,08.03.2019,19:00:00,551.0
1604,08.03.2019,20:00:00,690.0
1605,08.03.2019,21:00:00,655.0
1606,08.03.2019,22:00:00,633.0
1607,08.03.2019,23:00:00,582.0
1608,09.03.2019,0:00:00,569.0
1609,09.03.2019,1:00:00,534.0
1610,09.03.2019,2:00:00,560.0
1611,09.03.2019,3:00:00,558.0
1612,09.03.2019,4:00:00,530.0
1613,09.03.2019,5:00:00,565.0
1614,09.03.2019,6:00:00,516.0
1615,09.03.2019,7:00:00,537.0
1616,09.03.2019,8:00:00,584.0
1617,09.03.2019,9:00:00,636.0
1618,09.03.2019,10:00:00,620.0
1619,09.03.2019,11:00:00,594.0
1620,09.03.2019,12:00:00,619.0
1621,09.03.2019,13:00:00,614.0
1622,09.03.2019,14:00:00,599.0
1623,09.03.2019,15:00:00,594.0
1624,09.03.2019,16:00:00,603.0
1625,09.03.2019,17:00:00,618.0
1626,09.03.2019,18:00:00,625.0
1627,09.03.2019,19:00:00,645.0
1628,09.03.2019,20:00:00,674.0
1629,09.03.2019,21:00:00,693.0
1630,09.03.2019,22:00:00,677.0
1631,09.03.2019,23:00:00,624.0
1632,10.03.2019,0:00:00,590.0
1633,10.03.2019,1:00:00,576.0
1634,10.03.2019,2:00:00,561.0
1635,10.03.2019,3:00:00,540.0
1636,10.03.2019,4:00:00,510.0
1637,10.03.2019,5:00:00,580.0
1638,10.03.2019,6:00:00,586.0
1639,10.03.2019,7:00:00,562.0
1640,10.03.2019,8:00:00,549.0
1641,10.03.2019,9:00:00,592.0
1642,10.03.2019,10:00:00,610.0
1643,10.03.2019,11:00:00,579.0
1644,10.03.2019,12:00:00,631.0
1645,10.03.2019,13:00:00,605.0
1646,10.03.2019,14:00:00,616.0
1647,10.03.2019,15:00:00,656.0
1648,10.03.2019,16:00:00,599.0
1649,10.03.2019,17:00:00,617.0
1650,10.03.2019,18:00:00,632.0
1651,10.03.2019,19:00:00,632.0
1652,10.03.2019,20:00:00,704.0
1653,10.03.2019,21:00:00,742.0
1654,10.03.2019,22:00:00,668.0
1655,10.03.2019,23:00:00,632.0
1656,11.03.2019,0:00:00,596.0
1657,11.03.2019,1:00:00,576.0
1658,11.03.2019,2:00:00,557.0
1659,11.03.2019,3:00:00,548.0
1660,11.03.2019,4:00:00,574.0
1661,11.03.2019,5:00:00,563.0
1662,11.03.2019,6:00:00,539.0
1663,11.03.2019,7:00:00,595.0
1664,11.03.2019,8:00:00,628.0
1665,11.03.2019,9:00:00,615.0
1666,11.03.2019,10:00:00,619.0
1667,11.03.2019,11:00:00,555.0
1668,11.03.2019,12:00:00,607.0
1669,11.03.2019,13:00:00,589.0
1670,11.03.2019,14:00:00,622.0
1671,11.03.2019,15:00:00,603.0
1672,11.03.2019,16:00:00,618.0
1673,11.03.2019,17:00:00,604.0
1674,11.03.2019,18:00:00,555.0
1675,11.03.2019,19:00:00,622.0
1676,11.03.2019,20:00:00,697.0
1677,11.03.2019,21:00:00,738.0
1678,11.03.2019,22:00:00,689.0
1679,11.03.2019,23:00:00,641.0
1680,12.03.2019,0:00:00,596.0
1681,12.03.2019,1:00:00,581.0
1682,12.03.2019,2:00:00,571.0
1683,12.03.2019,3:00:00,573.0
1684,12.03.2019,4:00:00,584.0
1685,12.03.2019,5:00:00,571.0
1686,12.03.2019,6:00:00,575.0
1687,12.03.2019,7:00:00,579.0
1688,12.03.2019,8:00:00,595.0
1689,12.03.2019,9:00:00,621.0
1690,12.03.2019,10:00:00,592.0
1691,12.03.2019,11:00:00,615.0
1692,12.03.2019,12:00:00,653.0
1693,12.03.2019,13:00:00,641.0
1694,12.03.2019,14:00:00,640.0
1695,12.03.2019,15:00:00,621.0
1696,12.03.2019,16:00:00,636.0
1697,12.03.2019,17:00:00,630.0
1698,12.03.2019,18:00:00,562.0
1699,12.03.2019,19:00:00,593.0
1700,12.03.2019,20:00:00,686.0
1701,12.03.2019,21:00:00,750.0
1702,12.03.2019,22:00:00,679.0
1703,12.03.2019,23:00:00,655.0
1704,13.03.2019,0:00:00,611.0
1705,13.03.2019,1:00:00,583.0
1706,13.03.2019,2:00:00,565.0
1707,13.03.2019,3:00:00,553.0
1708,13.03.2019,4:00:00,577.0
1709,13.03.2019,5:00:00,573.0
1710,13.03.2019,6:00:00,573.0
1711,13.03.2019,7:00:00,600.0
1712,13.03.2019,8:00:00,601.0
1713,13.03.2019,9:00:00,640.0
1714,13.03.2019,10:00:00,566.0
1715,13.03.2019,11:00:00,612.0
1716,13.03.2019,12:00:00,601.0
1717,13.03.2019,13:00:00,658.0
1718,13.03.2019,14:00:00,634.0
1719,13.03.2019,15:00:00,638.0
1720,13.03.2019,16:00:00,581.0
1721,13.03.2019,17:00:00,587.0
1722,13.03.2019,18:00:00,630.0
1723,13.03.2019,19:00:00,629.0
1724,13.03.2019,20:00:00,722.0
1725,13.03.2019,21:00:00,742.0
1726,13.03.2019,22:00:00,702.0
1727,13.03.2019,23:00:00,655.0
1728,14.03.2019,0:00:00,586.0
1729,14.03.2019,1:00:00,585.0
1730,14.03.2019,2:00:00,563.0
1731,14.03.2019,3:00:00,573.0
1732,14.03.2019,4:00:00,565.0
1733,14.03.2019,5:00:00,546.0
1734,14.03.2019,6:00:00,556.0
1735,14.03.2019,7:00:00,549.0
1736,14.03.2019,8:00:00,589.0
1737,14.03.2019,9:00:00,594.0
1738,14.03.2019,10:00:00,569.0
1739,14.03.2019,11:00:00,583.0
1740,14.03.2019,12:00:00,581.0
1741,14.03.2019,13:00:00,597.0
1742,14.03.2019,14:00:00,563.0
1743,14.03.2019,15:00:00,595.0
1744,14.03.2019,16:00:00,586.0
1745,14.03.2019,17:00:00,574.0
1746,14.03.2019,18:00:00,563.0
1747,14.03.2019,19:00:00,609.0
1748,14.03.2019,20:00:00,721.0
1749,14.03.2019,21:00:00,713.0
1750,14.03.2019,22:00:00,681.0
1751,14.03.2019,23:00:00,640.0
1752,15.03.2019,0:00:00,584.0
1753,15.03.2019,1:00:00,583.0
1754,15.03.2019,2:00:00,552.0
1755,15.03.2019,3:00:00,541.0
1756,15.03.2019,4:00:00,562.0
1757,15.03.2019,5:00:00,540.0
1758,15.03.2019,6:00:00,537.0
1759,15.03.2019,7:00:00,576.0
1760,15.03.2019,8:00:00,570.0
1761,15.03.2019,9:00:00,645.0
1762,15.03.2019,10:00:00,631.0
1763,15.03.2019,11:00:00,663.0
1764,15.03.2019,12:00:00,666.0
1765,15.03.2019,13:00:00,624.0
1766,15.03.2019,14:00:00,617.0
1767,15.03.2019,15:00:00,593.0044578888712
1768,15.03.2019,16:00:00,576.0
1769,15.03.2019,17:00:00,545.0
1770,15.03.2019,18:00:00,539.0
1771,15.03.2019,19:00:00,571.0
1772,15.03.2019,20:00:00,634.0
1773,15.03.2019,21:00:00,651.0
1774,15.03.2019,22:00:00,611.0
1775,15.03.2019,23:00:00,621.0
1776,16.03.2019,0:00:00,557.0
1777,16.03.2019,1:00:00,564.0
1778,16.03.2019,2:00:00,550.0
1779,16.03.2019,3:00:00,516.0
1780,16.03.2019,4:00:00,503.0
1781,16.03.2019,5:00:00,509.0
1782,16.03.2019,6:00:00,484.0
1783,16.03.2019,7:00:00,515.0
1784,16.03.2019,8:00:00,523.0
1785,16.03.2019,9:00:00,618.0
1786,16.03.2019,10:00:00,588.0
1787,16.03.2019,11:00:00,575.0
1788,16.03.2019,12:00:00,581.0
1789,16.03.2019,13:00:00,563.0
1790,16.03.2019,14:00:00,561.0
1791,16.03.2019,15:00:00,557.0
1792,16.03.2019,16:00:00,547.0
1793,16.03.2019,17:00:00,562.0
1794,16.03.2019,18:00:00,548.0
1795,16.03.2019,19:00:00,602.0
1796,16.03.2019,20:00:00,683.0
1797,16.03.2019,21:00:00,710.0
1798,16.03.2019,22:00:00,654.0
1799,16.03.2019,23:00:00,620.0
1800,17.03.2019,0:00:00,579.0
1801,17.03.2019,1:00:00,593.0
1802,17.03.2019,2:00:00,564.0
1803,17.03.2019,3:00:00,567.0
1804,17.03.2019,4:00:00,532.0
1805,17.03.2019,5:00:00,529.0
1806,17.03.2019,6:00:00,545.0
1807,17.03.2019,7:00:00,565.0
1808,17.03.2019,8:00:00,605.0
1809,17.03.2019,9:00:00,637.0
1810,17.03.2019,10:00:00,629.0
1811,17.03.2019,11:00:00,653.0
1812,17.03.2019,12:00:00,629.0
1813,17.03.2019,13:00:00,653.0
1814,17.03.2019,14:00:00,640.0
1815,17.03.2019,15:00:00,615.0
1816,17.03.2019,16:00:00,598.0
1817,17.03.2019,17:00:00,606.0
1818,17.03.2019,18:00:00,615.0
1819,17.03.2019,19:00:00,600.0
1820,17.03.2019,20:00:00,673.0
1821,17.03.2019,21:00:00,801.0
1822,17.03.2019,22:00:00,758.0
1823,17.03.2019,23:00:00,674.0
1824,18.03.2019,0:00:00,631.0
1825,18.03.2019,1:00:00,586.0
1826,18.03.2019,2:00:00,525.0
1827,18.03.2019,3:00:00,524.0
1828,18.03.2019,4:00:00,538.0
1829,18.03.2019,5:00:00,527.0
1830,18.03.2019,6:00:00,550.0
1831,18.03.2019,7:00:00,618.0
1832,18.03.2019,8:00:00,591.0
1833,18.03.2019,9:00:00,636.0
1834,18.03.2019,10:00:00,623.0
1835,18.03.2019,11:00:00,609.0
1836,18.03.2019,12:00:00,604.0
1837,18.03.2019,13:00:00,581.0
1838,18.03.2019,14:00:00,548.0
1839,18.03.2019,15:00:00,552.0
1840,18.03.2019,16:00:00,533.0
1841,18.03.2019,17:00:00,508.0
1842,18.03.2019,18:00:00,585.0
1843,18.03.2019,19:00:00,573.0
1844,18.03.2019,20:00:00,722.0
1845,18.03.2019,21:00:00,720.0
1846,18.03.2019,22:00:00,677.0
1847,18.03.2019,23:00:00,686.0
1848,19.03.2019,0:00:00,578.0
1849,19.03.2019,1:00:00,538.0
1850,19.03.2019,2:00:00,521.0
1851,19.03.2019,3:00:00,523.0
1852,19.03.2019,4:00:00,513.0
1853,19.03.2019,5:00:00,518.0
1854,19.03.2019,6:00:00,502.0
1855,19.03.2019,7:00:00,542.0
1856,19.03.2019,8:00:00,606.0
1857,19.03.2019,9:00:00,631.0
1858,19.03.2019,10:00:00,616.0
1859,19.03.2019,11:00:00,635.0
1860,19.03.2019,12:00:00,649.0
1861,19.03.2019,13:00:00,678.0
1862,19.03.2019,14:00:00,666.0
1863,19.03.2019,15:00:00,568.0
1864,19.03.2019,16:00:00,584.0
1865,19.03.2019,17:00:00,585.0
1866,19.03.2019,18:00:00,575.0
1867,19.03.2019,19:00:00,626.0
1868,19.03.2019,20:00:00,723.0
1869,19.03.2019,21:00:00,703.0
1870,19.03.2019,22:00:00,691.0
1871,19.03.2019,23:00:00,653.0
1872,20.03.2019,0:00:00,628.0
1873,20.03.2019,1:00:00,572.0
1874,20.03.2019,2:00:00,533.0
1875,20.03.2019,3:00:00,537.0
1876,20.03.2019,4:00:00,541.0
1877,20.03.2019,5:00:00,535.0
1878,20.03.2019,6:00:00,475.0
1879,20.03.2019,7:00:00,579.0
1880,20.03.2019,8:00:00,547.0
1881,20.03.2019,9:00:00,584.0
1882,20.03.2019,10:00:00,564.0
1883,20.03.2019,11:00:00,515.0
1884,20.03.2019,12:00:00,499.0
1885,20.03.2019,13:00:00,561.0
1886,20.03.2019,14:00:00,534.0
1887,20.03.2019,15:00:00,529.0
1888,20.03.2019,16:00:00,548.0
1889,20.03.2019,17:00:00,561.0
1890,20.03.2019,18:00:00,575.0
1891,20.03.2019,19:00:00,608.0
1892,20.03.2019,20:00:00,680.0
1893,20.03.2019,21:00:00,711.0
1894,20.03.2019,22:00:00,710.0
1895,20.03.2019,23:00:00,665.0
1896,21.03.2019,0:00:00,615.0
1897,21.03.2019,1:00:00,561.0
1898,21.03.2019,2:00:00,548.0
1899,21.03.2019,3:00:00,507.0
1900,21.03.2019,4:00:00,517.0
1901,21.03.2019,5:00:00,539.0
1902,21.03.2019,6:00:00,524.0
1903,21.03.2019,7:00:00,553.0
1904,21.03.2019,8:00:00,577.0
1905,21.03.2019,9:00:00,641.0
1906,21.03.2019,10:00:00,602.0
1907,21.03.2019,11:00:00,603.0
1908,21.03.2019,12:00:00,559.0
1909,21.03.2019,13:00:00,586.0
1910,21.03.2019,14:00:00,548.0
1911,21.03.2019,15:00:00,572.0
1912,21.03.2019,16:00:00,568.0
1913,21.03.2019,17:00:00,563.0
1914,21.03.2019,18:00:00,565.0
1915,21.03.2019,19:00:00,580.0
1916,21.03.2019,20:00:00,723.0
1917,21.03.2019,21:00:00,697.0
1918,21.03.2019,22:00:00,724.0
1919,21.03.2019,23:00:00,702.0
1920,22.03.2019,0:00:00,611.0
1921,22.03.2019,1:00:00,518.0
1922,22.03.2019,2:00:00,482.0
1923,22.03.2019,3:00:00,501.0
1924,22.03.2019,4:00:00,478.0
1925,22.03.2019,5:00:00,499.0
1926,22.03.2019,6:00:00,479.0
1927,22.03.2019,7:00:00,543.0
1928,22.03.2019,8:00:00,531.0
1929,22.03.2019,9:00:00,567.0
1930,22.03.2019,10:00:00,580.0
1931,22.03.2019,11:00:00,528.0
1932,22.03.2019,12:00:00,552.0
1933,22.03.2019,13:00:00,530.0
1934,22.03.2019,14:00:00,475.0
1935,22.03.2019,15:00:00,523.0
1936,22.03.2019,16:00:00,534.0
1937,22.03.2019,17:00:00,555.0
1938,22.03.2019,18:00:00,585.0
1939,22.03.2019,19:00:00,590.0
1940,22.03.2019,20:00:00,670.0
1941,22.03.2019,21:00:00,701.0
1942,22.03.2019,22:00:00,664.0
1943,22.03.2019,23:00:00,633.0
1944,23.03.2019,0:00:00,590.0
1945,23.03.2019,1:00:00,544.0
1946,23.03.2019,2:00:00,499.0
1947,23.03.2019,3:00:00,514.0
1948,23.03.2019,4:00:00,506.0
1949,23.03.2019,5:00:00,484.0
1950,23.03.2019,6:00:00,524.0
1951,23.03.2019,7:00:00,554.0
1952,23.03.2019,8:00:00,558.0
1953,23.03.2019,9:00:00,566.0
1954,23.03.2019,10:00:00,536.0
1955,23.03.2019,11:00:00,516.0
1956,23.03.2019,12:00:00,526.0
1957,23.03.2019,13:00:00,527.0
1958,23.03.2019,14:00:00,553.0
1959,23.03.2019,15:00:00,555.0
1960,23.03.2019,16:00:00,601.0
1961,23.03.2019,17:00:00,600.0
1962,23.03.2019,18:00:00,594.0
1963,23.03.2019,19:00:00,655.0
1964,23.03.2019,20:00:00,659.0
1965,23.03.2019,21:00:00,689.0
1966,23.03.2019,22:00:00,670.0
1967,23.03.2019,23:00:00,653.0
1968,24.03.2019,0:00:00,599.0
1969,24.03.2019,1:00:00,543.0
1970,24.03.2019,2:00:00,532.0
1971,24.03.2019,3:00:00,540.0
1972,24.03.2019,4:00:00,501.0
1973,24.03.2019,5:00:00,499.0
1974,24.03.2019,6:00:00,512.0
1975,24.03.2019,7:00:00,547.0
1976,24.03.2019,8:00:00,531.0
1977,24.03.2019,9:00:00,583.0
1978,24.03.2019,10:00:00,540.0
1979,24.03.2019,11:00:00,556.0
1980,24.03.2019,12:00:00,555.0
1981,24.03.2019,13:00:00,542.0
1982,24.03.2019,14:00:00,529.0
1983,24.03.2019,15:00:00,546.0
1984,24.03.2019,16:00:00,508.0
1985,24.03.2019,17:00:00,552.0
1986,24.03.2019,18:00:00,544.0
1987,24.03.2019,19:00:00,583.0
1988,24.03.2019,20:00:00,667.0
1989,24.03.2019,21:00:00,709.0
1990,24.03.2019,22:00:00,707.0
1991,24.03.2019,23:00:00,623.0
1992,25.03.2019,0:00:00,560.0
1993,25.03.2019,1:00:00,519.0
1994,25.03.2019,2:00:00,476.0
1995,25.03.2019,3:00:00,487.0
1996,25.03.2019,4:00:00,499.0
1997,25.03.2019,5:00:00,488.0
1998,25.03.2019,6:00:00,466.0
1999,25.03.2019,7:00:00,506.0
2000,25.03.2019,8:00:00,523.0
2001,25.03.2019,9:00:00,557.0
2002,25.03.2019,10:00:00,549.0
2003,25.03.2019,11:00:00,551.0
2004,25.03.2019,12:00:00,520.0
2005,25.03.2019,13:00:00,530.0
2006,25.03.2019,14:00:00,533.0
2007,25.03.2019,15:00:00,523.0
2008,25.03.2019,16:00:00,530.0
2009,25.03.2019,17:00:00,540.0
2010,25.03.2019,18:00:00,558.0
2011,25.03.2019,19:00:00,577.0
2012,25.03.2019,20:00:00,651.0
2013,25.03.2019,21:00:00,688.0
2014,25.03.2019,22:00:00,674.0
2015,25.03.2019,23:00:00,633.0
2016,26.03.2019,0:00:00,577.0
2017,26.03.2019,1:00:00,536.0
2018,26.03.2019,2:00:00,478.0
2019,26.03.2019,3:00:00,492.0
2020,26.03.2019,4:00:00,481.0
2021,26.03.2019,5:00:00,475.0
2022,26.03.2019,6:00:00,487.0
2023,26.03.2019,7:00:00,536.0
2024,26.03.2019,8:00:00,564.0
2025,26.03.2019,9:00:00,562.0
2026,26.03.2019,10:00:00,542.0
2027,26.03.2019,11:00:00,429.0
2028,26.03.2019,12:00:00,484.0
2029,26.03.2019,13:00:00,502.0
2030,26.03.2019,14:00:00,518.0
2031,26.03.2019,15:00:00,477.0
2032,26.03.2019,16:00:00,509.0
2033,26.03.2019,17:00:00,553.0
2034,26.03.2019,18:00:00,571.0
2035,26.03.2019,19:00:00,555.0
2036,26.03.2019,20:00:00,622.0
2037,26.03.2019,21:00:00,634.0
2038,26.03.2019,22:00:00,651.0
2039,26.03.2019,23:00:00,619.0
2040,27.03.2019,0:00:00,581.0
2041,27.03.2019,1:00:00,542.0
2042,27.03.2019,2:00:00,496.0
2043,27.03.2019,3:00:00,487.0
2044,27.03.2019,4:00:00,476.0
2045,27.03.2019,5:00:00,488.0
2046,27.03.2019,6:00:00,525.0
2047,27.03.2019,7:00:00,548.0
2048,27.03.2019,8:00:00,562.0
2049,27.03.2019,9:00:00,588.0
2050,27.03.2019,10:00:00,607.0
2051,27.03.2019,11:00:00,584.0
2052,27.03.2019,12:00:00,559.0
2053,27.03.2019,13:00:00,558.0
2054,27.03.2019,14:00:00,594.0
2055,27.03.2019,15:00:00,577.0
2056,27.03.2019,16:00:00,592.0
2057,27.03.2019,17:00:00,595.0
2058,27.03.2019,18:00:00,603.0
2059,27.03.2019,19:00:00,633.0
2060,27.03.2019,20:00:00,623.0
2061,27.03.2019,21:00:00,710.0
2062,27.03.2019,22:00:00,665.0
2063,27.03.2019,23:00:00,642.0
2064,28.03.2019,0:00:00,539.0
2065,28.03.2019,1:00:00,521.0
2066,28.03.2019,2:00:00,516.0
2067,28.03.2019,3:00:00,525.0
2068,28.03.2019,4:00:00,521.0
2069,28.03.2019,5:00:00,524.0
2070,28.03.2019,6:00:00,536.0
2071,28.03.2019,7:00:00,530.0
2072,28.03.2019,8:00:00,558.0
2073,28.03.2019,9:00:00,609.0
2074,28.03.2019,10:00:00,617.0
2075,28.03.2019,11:00:00,658.0
2076,28.03.2019,12:00:00,665.0
2077,28.03.2019,13:00:00,618.0
2078,28.03.2019,14:00:00,620.0
2079,28.03.2019,15:00:00,607.0
2080,28.03.2019,16:00:00,616.0
2081,28.03.2019,17:00:00,593.0
2082,28.03.2019,18:00:00,593.0044578888712
2083,28.03.2019,19:00:00,714.0
2084,28.03.2019,20:00:00,678.0
2085,28.03.2019,21:00:00,732.0
2086,28.03.2019,22:00:00,714.0
2087,28.03.2019,23:00:00,661.0
2088,29.03.2019,0:00:00,614.0
2089,29.03.2019,1:00:00,554.0
2090,29.03.2019,2:00:00,503.0
2091,29.03.2019,3:00:00,475.0
2092,29.03.2019,4:00:00,497.0
2093,29.03.2019,5:00:00,486.0
2094,29.03.2019,6:00:00,495.0
2095,29.03.2019,7:00:00,649.0
2096,29.03.2019,8:00:00,685.0
2097,29.03.2019,9:00:00,679.0
2098,29.03.2019,10:00:00,655.0
2099,29.03.2019,11:00:00,641.0
2100,29.03.2019,12:00:00,663.0
2101,29.03.2019,13:00:00,674.0
2102,29.03.2019,14:00:00,592.0
2103,29.03.2019,15:00:00,587.0
2104,29.03.2019,16:00:00,610.0
2105,29.03.2019,17:00:00,616.0
2106,29.03.2019,18:00:00,663.0
2107,29.03.2019,19:00:00,624.0
2108,29.03.2019,20:00:00,721.0
2109,29.03.2019,21:00:00,698.0
2110,29.03.2019,22:00:00,676.0
2111,29.03.2019,23:00:00,640.0
2112,30.03.2019,0:00:00,549.0
2113,30.03.2019,1:00:00,538.0
2114,30.03.2019,2:00:00,485.0
2115,30.03.2019,3:00:00,478.0
2116,30.03.2019,4:00:00,462.0
2117,30.03.2019,5:00:00,698.0
2118,30.03.2019,6:00:00,511.0
2119,30.03.2019,7:00:00,593.0044578888712
2120,30.03.2019,8:00:00,534.0
2121,30.03.2019,9:00:00,555.0
2122,30.03.2019,10:00:00,559.0
2123,30.03.2019,11:00:00,478.0
2124,30.03.2019,12:00:00,575.0
2125,30.03.2019,13:00:00,579.0
2126,30.03.2019,14:00:00,593.0044578888712
2127,30.03.2019,15:00:00,548.0
2128,30.03.2019,16:00:00,573.0
2129,30.03.2019,17:00:00,585.0
2130,30.03.2019,18:00:00,584.0
2131,30.03.2019,19:00:00,603.0
2132,30.03.2019,20:00:00,668.0
2133,30.03.2019,21:00:00,670.0
2134,30.03.2019,22:00:00,672.0
2135,30.03.2019,23:00:00,597.0
2136,31.03.2019,0:00:00,544.0
2137,31.03.2019,1:00:00,588.0
2138,31.03.2019,2:00:00,506.0
2139,31.03.2019,3:00:00,471.0
2140,31.03.2019,4:00:00,492.0
2141,31.03.2019,5:00:00,479.0
2142,31.03.2019,6:00:00,489.0
2143,31.03.2019,7:00:00,504.0
2144,31.03.2019,8:00:00,541.0
2145,31.03.2019,9:00:00,535.0
2146,31.03.2019,10:00:00,521.0
2147,31.03.2019,11:00:00,549.0
2148,31.03.2019,12:00:00,531.0
2149,31.03.2019,13:00:00,542.0
2150,31.03.2019,14:00:00,555.0
2151,31.03.2019,15:00:00,536.0
2152,31.03.2019,16:00:00,537.0
2153,31.03.2019,17:00:00,531.0
2154,31.03.2019,18:00:00,535.0
2155,31.03.2019,19:00:00,568.0
2156,31.03.2019,20:00:00,632.0
2157,31.03.2019,21:00:00,689.0
2158,31.03.2019,22:00:00,682.0
2159,31.03.2019,23:00:00,669.0
2160,01.04.2019,0:00:00,538.0
2161,01.04.2019,1:00:00,530.0
2162,01.04.2019,2:00:00,511.0
2163,01.04.2019,3:00:00,483.0
2164,01.04.2019,4:00:00,487.0
2165,01.04.2019,5:00:00,530.0
2166,01.04.2019,6:00:00,474.0
2167,01.04.2019,7:00:00,524.0
2168,01.04.2019,8:00:00,580.0
2169,01.04.2019,9:00:00,629.0
2170,01.04.2019,10:00:00,621.0
2171,01.04.2019,11:00:00,631.0
2172,01.04.2019,12:00:00,609.0
2173,01.04.2019,13:00:00,580.0
2174,01.04.2019,14:00:00,581.0
2175,01.04.2019,15:00:00,592.0
2176,01.04.2019,16:00:00,579.0
2177,01.04.2019,17:00:00,607.0
2178,01.04.2019,18:00:00,585.0
2179,01.04.2019,19:00:00,621.0
2180,01.04.2019,20:00:00,694.0
2181,01.04.2019,21:00:00,733.0
2182,01.04.2019,22:00:00,747.0
2183,01.04.2019,23:00:00,671.0
2184,02.04.2019,0:00:00,619.0
2185,02.04.2019,1:00:00,585.0
2186,02.04.2019,2:00:00,528.0
2187,02.04.2019,3:00:00,535.0
2188,02.04.2019,4:00:00,505.0
2189,02.04.2019,5:00:00,514.0
2190,02.04.2019,6:00:00,525.0
2191,02.04.2019,7:00:00,526.0
2192,02.04.2019,8:00:00,564.0
2193,02.04.2019,9:00:00,623.0
2194,02.04.2019,10:00:00,577.0
2195,02.04.2019,11:00:00,604.0
2196,02.04.2019,12:00:00,585.0
2197,02.04.2019,13:00:00,580.0
2198,02.04.2019,14:00:00,554.0
2199,02.04.2019,15:00:00,570.0
2200,02.04.2019,16:00:00,581.0
2201,02.04.2019,17:00:00,623.0
2202,02.04.2019,18:00:00,598.0
2203,02.04.2019,19:00:00,606.0
2204,02.04.2019,20:00:00,704.0
2205,02.04.2019,21:00:00,763.0
2206,02.04.2019,22:00:00,725.0
2207,02.04.2019,23:00:00,659.0
2208,03.04.2019,0:00:00,624.0
2209,03.04.2019,1:00:00,568.0
2210,03.04.2019,2:00:00,525.0
2211,03.04.2019,3:00:00,509.0
2212,03.04.2019,4:00:00,545.0
2213,03.04.2019,5:00:00,479.0
2214,03.04.2019,6:00:00,528.0
2215,03.04.2019,7:00:00,585.0
2216,03.04.2019,8:00:00,617.0
2217,03.04.2019,9:00:00,603.0
2218,03.04.2019,10:00:00,684.0
2219,03.04.2019,11:00:00,572.0
2220,03.04.2019,12:00:00,648.0
2221,03.04.2019,13:00:00,603.0
2222,03.04.2019,14:00:00,601.0
2223,03.04.2019,15:00:00,584.0
2224,03.04.2019,16:00:00,590.0
2225,03.04.2019,17:00:00,588.0
2226,03.04.2019,18:00:00,542.0
2227,03.04.2019,19:00:00,632.0
2228,03.04.2019,20:00:00,712.0
2229,03.04.2019,21:00:00,750.0
2230,03.04.2019,22:00:00,697.0
2231,03.04.2019,23:00:00,667.0
2232,04.04.2019,0:00:00,590.0
2233,04.04.2019,1:00:00,571.0
2234,04.04.2019,2:00:00,541.0
2235,04.04.2019,3:00:00,537.0
2236,04.04.2019,4:00:00,498.0
2237,04.04.2019,5:00:00,499.0
2238,04.04.2019,6:00:00,494.0
2239,04.04.2019,7:00:00,564.0
2240,04.04.2019,8:00:00,600.0
2241,04.04.2019,9:00:00,620.0
2242,04.04.2019,10:00:00,615.0
2243,04.04.2019,11:00:00,582.0
2244,04.04.2019,12:00:00,579.0
2245,04.04.2019,13:00:00,561.0
2246,04.04.2019,14:00:00,574.0
2247,04.04.2019,15:00:00,551.0
2248,04.04.2019,16:00:00,552.0
2249,04.04.2019,17:00:00,539.0
2250,04.04.2019,18:00:00,563.0
2251,04.04.2019,19:00:00,546.0
2252,04.04.2019,20:00:00,689.0
2253,04.04.2019,21:00:00,725.0
2254,04.04.2019,22:00:00,716.0
2255,04.04.2019,23:00:00,665.0
2256,05.04.2019,0:00:00,613.0
2257,05.04.2019,1:00:00,527.0
2258,05.04.2019,2:00:00,534.0
2259,05.04.2019,3:00:00,508.0
2260,05.04.2019,4:00:00,524.0
